id,id_ex,siret,gestion,date_creat,date_publi,nature,groupement,titre,objet,objet_social1,objet_social2,adr1,adr2,adr3,adrs_codepostal,libcom,dir_civilite,siteweb,observation,position,rup_mi,maj_time
443S0443007680,0443007680,,443S,0001-01-01,0001-01-01,D,S,ASSOCIATION CLUB DE LESPADON,"Pratique de leducation physique et des sports , developper et fa-voriser la connaissance du monde subaquatique et tous les sports et activites subaquatiques et connexes , chasse sous marine, plon-",011000,011095,33 rue du dolmen,,,44310,CHEVROLIERE,PM,,Reprise  =>  date publication creation au JO a verifier date ag=0000-00-00,A,,2009-01-05 15:50:20
443S0443007999,0443007999,,443S,0001-01-01,0001-01-01,D,S,CENTRE SOCIO-CULTUREL,"Lassociation constitue un element essentiel de la commune et du sivom, elle offre a la population, aux jeunes comme aux adultes la possibilite de prendre conscience de leurs aptitudes, de developper leur personnalite et de se preparer a devenir.....",006000,000000,33 boulevard Dumesnildot,,,44560,PAIMBOEUF,PM,,W443003574,R,,2014-11-17 13:59:59
331S0001900,0001900,,331S,1921-01-15,1921-04-26,D,S,UNION SPORTIVE COUREAULAISE,,011000,000000,Cafe de la Jeunesse,Les Coureaux,,33620,cezac,PM,,,A,,0001-01-01 00:00:00
331S0002300,0002300,,331S,1921-06-27,1921-07-17,D,S,ASSOCIATION SPORTIVE DES CHEMINOTS SOUDIACAIS,,011015,000000,Annexe de la Salle Municipale,,,33920,saint-yzan de soudiac,PM,,,A,,0001-01-01 00:00:00
331S0002500,0002500,,331S,1910-05-31,1910-06-15,D,S,LAVANT-GARDE,,011000,000000,Mairie,,,33390,anglade,PM,,,A,,0001-01-01 00:00:00
331S0003000,0003000,,331S,1922-04-21,1922-05-11,D,S,UNION SPORTIVE CAVIGNACAISE,,011075,000000,Cafe des Charentes,Avenue de Paris,,33620,cavignac,PM,,,A,,0001-01-01 00:00:00
331S0003400,0003400,,331S,1922-09-11,1922-10-18,D,S,UNION FRATERNELLE DES ANCIENS COMBATTANTS ET VICTIMES DE,TOUTES LES GUERRES,038105,000000,Au bourg,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
331S0004200,0004200,,331S,1912-07-07,1967-01-28,D,S,ASSOCIATION ARTISTIQUE DE LA CIGALE SOUDIACAISE  U.A.I.C.F.,,006040,000000,Rue Victor Basch,Centre aere S.N.C.F.,,33920,saint-yzan de soudiac,PM,,,A,,0001-01-01 00:00:00
331S0005000,0005000,,331S,1924-08-23,1924-08-31,D,S,UNION SPORTIVE DE BRAUD-ET-SAINT-LOUIS,,011000,000000,Mairie,,,33820,braud-et-saint-louis,PM,,,A,,0001-01-01 00:00:00
331S0005500,0005500,,331S,1914-05-09,1914-05-24,D,S,LESPERANCE DE BOURG,,011005,000000,Rue des Vigneaux,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0005600,0005600,,331S,1925-02-16,1925-03-04,D,S,UNION FRATERNELLE ET PROTECTION GIRONDINE DE CAVIGNAC,,038105,000000,Mairie,,,33620,cavignac,PM,,,A,,0001-01-01 00:00:00
331S00067BX00,00067BX00,,331S,1979-04-11,1979-04-29,D,S,ASSOCIATION FAMILIALE RURALE DE SAINT-LAURENT-DARCE,Defendre materiellement et moralement les familles  representer et promouvoir tous services dont elles peuvent avoir besoin.,019000,021000,Mairie,,,33240,SAINT LAURENT DARCE,PM,,,A,,0001-01-01 00:00:00
331S0007300,0007300,,331S,1927-04-20,1927-04-27,D,S,LA VAILLANTE,,011000,011035,Mairie,,,33710,prignac-et-marcamps,PM,,W331001634,R,,2015-10-06 16:17:06
331S0008000,0008000,,331S,1930-09-30,1930-10-17,D,S,SECTION DANGLADE DE LUNION NATIONALE DES COMBATTANTS,,038105,000000,Mairie,,,33390,anglade,PM,,,A,,0001-01-01 00:00:00
331S0010700,0010700,,331S,1931-03-09,1931-03-30,D,S,PATRONAGE DES ECOLES LAIQUES DE BERSON,,015025,000000,,,,33390,berson,PM,,,A,,0001-01-01 00:00:00
331S00107BX00,00107BX00,,331S,1979-08-01,1979-08-15,D,S,ASSOCIATION COMMUNALE DE CHASSE AGREE DE SALIGNAC,Faciliter la pratique de la chasse sur le territoire de la commune assurer la protection et le repeuplement en gibier  destruction des animaux nuisibles et lutter contre le braconnage.,013000,000000,Au Marronnier,,,33240,SALIGNAC,PM,,W331001589,R,,2015-06-23 08:50:35
331S0012000,0012000,,331S,1931-11-12,1931-11-25,D,S,SECTION DE LUNION NATIONALE DES COMBATTANTS DE CEZAC,,038105,000000,,,,33620,cezac,PM,,,A,,0001-01-01 00:00:00
331S0012400,0012400,,331S,1932-04-23,1932-05-12,D,S,CLUB SPORTIF CIVRACAIS,,011005,000000,Salle des Fetes,,,33920,civrac-de-blaye,PM,,,A,,0001-01-01 00:00:00
331S0016200,0016200,,331S,1987-03-05,1987-04-01,D,S,OFFENSIVE DE SAINT-SAVIN COMITE DES FETES,,009030,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0017300,0017300,,331S,1937-05-31,1937-06-12,D,S,COMITE DES FETES ET REJOUISSANCES DE SAINT-CHRISTOLY-DE-BLAYE,,009030,000000,Mairie,,,33920,saint-christoly de blaye,PM,,W331001501,R,,2014-07-25 10:45:45
331S0018200,0018200,,331S,1938-01-20,1938-01-26,D,S,UNION SPORTIVE DETAULIERS,,011005,000000,,,,33820,ETAULIERS,PM,,,A,,0001-01-01 00:00:00
331S00207BX00,00207BX00,,331S,1980-05-14,1980-05-30,D,S,ASSOCIATION POUR LE CENTENAIRE DU PONT DU CUBZAC LES PONTS,Susciter des activites expositions des colloques dingenieurs et  dhistoriens et resserrer des liens damitie entre les membres commemorant le centenaire du pont de Cubzac,006000,000000,Mairie,,,33240,CUBZAC LES PONTS,PM,,,A,,0001-01-01 00:00:00
331S0020800,0020800,,331S,1945-04-16,1945-05-13,D,S,AMICALE DES ANCIENS PRISONNIERS ET EVADES DU CANTON DE BOURG,,038105,000000,,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0020900,0020900,,331S,1945-07-28,1945-08-30,D,S,SOCIETE DE CHASSE COMMUNALE DE SAINT-CIERS-sur-GIRONDE,,013000,000000,,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
331S0021800,0021800,,331S,1946-04-29,1946-06-02,D,S,AMICALE DES ANCIENS DE LA RESISTANCE ET DU BATAILLON DU BLAYAIS,,038105,000000,Mairie,,,33860,reignac,PM,,,A,,0001-01-01 00:00:00
331S0021900,0021900,,331S,1946-04-29,1946-05-23,D,S,ENTENTE SPORTIVE DE SAINT-PAUL,,011005,000000,Mairie,,,33390,saint-paul,PM,,,A,,0001-01-01 00:00:00
331S0023800,0023800,,331S,1947-01-23,1947-02-01,D,S,VELOCE CLUB PLASSACAIS ET AMICALE PLASSACAISE REUNIS,,011180,000000,,,,33390,plassac,PM,,,A,,0001-01-01 00:00:00
331S0024100,0024100,,331S,1947-02-04,1947-02-15,D,S,ETOILE DE SAINT-CIERS-DE-CANESSE,,009030,000000,Salle Etie,,,33710,saint-ciers de canesse,PM,,,A,,0001-01-01 00:00:00
331S00241BX00,00241BX00,,331S,1980-07-15,1980-08-02,D,S,FOOTBALL CLUB St GERVAIS  St-LAURENT- DARCE,Promouvoir la pratique et le developpement du football.,011400,000000,Salle des Societes,,,33240,SAINT-LAURENT DARCE,PM,,W331001611,R,,2015-07-31 15:02:31
331S0025000,0025000,,331S,1947-05-07,1947-05-28,D,S,FAMILLES RURALES,,019000,000000,MAIRIE,,,33920,saint-christoly de blaye,PM,,,A,,0001-01-01 00:00:00
331S00269BX00,00269BX00,,331S,1980-09-30,1980-10-16,D,S,CINE CLUB DE SAINT LAURENT DARCE,Distraire la population par la projection de films recreatifs et instruire les eleves du groupe scolaire par la projection de films instructifs,006000,000000,Mairie,,,33240,SAINT LAURENT DARCE,PM,,,A,,0001-01-01 00:00:00
331S0028300,0028300,,331S,1948-11-27,1948-12-17,D,S,SOCIETE ARTISTIQUE DE BOURG-sur-GIRONDE,,006030,000000,Mairie,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0028700,0028700,,331S,1949-02-23,1949-03-23,D,S,UNION FRATERNEMME UNIVERSELLE DES PEUPLES DE SAINT-CHRISTOLY,,019000,000000,,,,33920,saint-christoly de blaye,PM,,,A,,0001-01-01 00:00:00
331S0029400,0029400,,331S,1950-01-13,1950-02-03,D,S,SOCIETE HIPPIQUE ET DES FETES DE SAINT-CIERS-DE-CANESSE,,011050,000000,Mairie,,,33710,saint-ciers de canesse,PM,,,A,,0001-01-01 00:00:00
331S0029800,0029800,,331S,1950-06-03,1950-06-20,D,S,HARMONIE MUNICIPALE,,006030,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0029900,0029900,,331S,1950-06-30,1950-07-25,D,S,FOYER RURAL DES JEUNES ET DEDUCATION POPULAIRE DE ST-GENES,,009035,000000,,,,33390,SAINT-GENES-DE-BLAYE,PM,,,A,,0001-01-01 00:00:00
331S0030200,0030200,,331S,1950-10-03,1950-10-19,D,S,CANTINE SCOLAIRE DE GAURIAC,,022510,000000,Mairie,,,33710,gauriac,PM,,,A,,0001-01-01 00:00:00
331S0031200,0031200,,331S,1951-02-28,1951-03-16,D,S,CANTINE SCOLAIRE DE TAURIAC,,022510,000000,,,,33710,tauriac,PM,,,A,,0001-01-01 00:00:00
331S0031300,0031300,,331S,1951-03-01,1951-03-13,D,S,CANTINE SCOLAIRE DE BAYON,,022510,000000,,,,33710,bayon sur gironde,PM,,,A,,0001-01-01 00:00:00
331S0034200,0034200,,331S,1952-05-05,1952-05-20,D,S,FOYER RURAL DE MARCENAIS,,009035,000000,Mairie,,,33620,marcenais,PM,,,A,,0001-01-01 00:00:00
331S0034300,0034300,,331S,1952-08-18,1952-08-29,D,S,FOYER RURAL DE CARS,,009035,000000,Foyer rural,,,33390,cars,PM,,,A,,0001-01-01 00:00:00
331S0034600,0034600,,331S,1953-01-02,1953-02-01,D,S,SOCIETE DEDUCATION POPULAIRE DE TAURIAC,,009030,000000,Mairie,,,33710,tauriac,PM,,,A,,0001-01-01 00:00:00
331S0034700,0034700,,331S,1953-01-09,1953-02-09,D,S,AMICALE DES CHASSEURS DE BERSON,,013000,000000,Mairie,,,33390,berson,PM,,,A,,0001-01-01 00:00:00
331S0037700,0037700,,331S,1955-03-03,1955-03-16,D,S,FOYER RURAL DE CAVIGNAC,,009035,000000,Foyer rural,,,33620,cavignac,PM,,,A,,0001-01-01 00:00:00
331S0038200,0038200,,331S,1955-04-21,1955-05-08,D,S,AMICALE LAIQUE DE SAINT-MARTIN-LACAUSSADE,,002010,000000,Ecole Publique,,,33390,saint-martin lacaussade,PM,,,A,,0001-01-01 00:00:00
331S0038400,0038400,,331S,1955-07-21,1955-08-13,D,S,CENTRE DETUDES TECHNIQUES AGRICOLES DE SAINT-SAVIN,,030000,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0038500,0038500,,331S,1955-08-20,1955-08-28,D,S,FOYER RURAL DE CAVIGNAC : SECTION URBANISME ET RECONSTRUCTION,,009035,000000,Mairie,,,33620,cavignac,PM,,,A,,0001-01-01 00:00:00
331S0038600,0038600,,331S,1955-09-08,1955-09-29,D,S,CANTINE SCOLAIRE LAIQUE DE CAMPUGNAN,,022510,000000,Ecole,,,33390,campugnan,PM,,,A,,0001-01-01 00:00:00
331S0038700,0038700,,331S,1955-10-11,1955-10-18,D,S,COMITE DES FETES DE CIVRAC-DE-BLAYE,,009030,000000,Salle annexe de la Mairie,,,33920,civrac-de-blaye,PM,,,A,,0001-01-01 00:00:00
331S0039200,0039200,,331S,1956-02-17,1956-03-09,D,S,COMITE DES FETES DE COMPS,,009030,000000,Mairie,,,33710,comps,PM,,,A,,0001-01-01 00:00:00
331S0039300,0039300,,331S,1956-02-25,1956-03-13,D,S,LE REVEIL VILLENEUVAIS,,009030,000000,Mairie,,,33710,villeneuve,PM,,,A,,0001-01-01 00:00:00
331S0040500,0040500,,331S,1957-10-26,1957-11-07,D,S,CANTINE SCOLAIRE DEYRANS,,022510,000000,Mairie,,,33390,eyrans,PM,,,A,,0001-01-01 00:00:00
331S0041200,0041200,,331S,1958-04-05,1958-05-03,D,S,SOCIETE DES FETES ET DORGANISATION DES LOISIRS ET SPORTS  DE FOURS ,,009030,000000,Salle annexe de la Mairie,,,33390,fours,PM,,W331001812,R,,2017-06-21 10:18:36
331S0041600,0041600,,331S,1959-11-10,1959-11-20,D,S,ASSOCIATION DE LA CANTINE SCOLAIRE DE SAINT-SAVIN,,022510,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0042400,0042400,,331S,1960-06-04,1960-07-05,D,S,FEDERATION NATIONALE DES ACCIDENTES DU TRAVAIL ET DES HANDICAPES,SECTION DE CAVIGNAC,019000,000000,Mairie,,,33620,cavignac,PM,,W331001544,R,,2015-01-22 10:27:30
331S0042900,0042900,,331S,1960-08-02,1960-08-26,D,S,SOCIETE DE CHASSE DE DONNEZAC,,013000,000000,Mairie,,,33860,donnezac,PM,,,A,,0001-01-01 00:00:00
331S0043500,0043500,,331S,1960-09-02,1960-09-20,D,S,CENTRE DETUDES TECHNIQUES AGRICOLES DU NORD BLAYAIS,,030000,000000,Mairie,,,33820,braud-et-saint-louis,PM,,,A,,0001-01-01 00:00:00
331S0043700,0043700,,331S,1960-10-11,1960-11-06,D,S,LES CHASSEURS REUNIS DE SAINT-MARIENS,,013000,000000,Salle Communale,,,33620,saint-mariens,PM,,,A,,0001-01-01 00:00:00
331S0044100,0044100,,331S,1961-02-13,1961-03-03,D,S,FOYER RURAL DE PUGNAC,,009035,000000,Mairie,,,33710,pugnac,PM,,,A,,0001-01-01 00:00:00
331S0045400,0045400,,331S,1963-04-08,1963-04-27,D,S,LES SURVIVANTS DE 1914 - 1918,,038105,000000,Salle des Conferences,,,33920,saint-christoly de blaye,PM,,W331001698,R,,2016-04-20 09:02:15
331S0045700,0045700,,331S,1963-12-26,1964-01-19,D,S,COMITE DES FETES DU QUARTIER DE LA GARE DE ST-CHRISTOLY-DE-BLAYE,,009030,000000,Dubraud,,,33920,saint-christoly de blaye,PM,,,A,,0001-01-01 00:00:00
331S0045800,0045800,,331S,1963-10-28,1963-12-03,D,S,LES AMIS DU VIEUX PLASSAC,,024000,000000,Mairie,,,33390,plassac,PM,,,A,,0001-01-01 00:00:00
331S00459BX00,00459BX00,,331S,1981-01-05,1982-01-14,D,S,KARATE-CLUB CUBZACAIS,Instruction et pratique du karate,011000,000000,Mairie,,,33240,CUBZAC LES PONTS,PM,,,A,,0001-01-01 00:00:00
331S0046300,0046300,,331S,1964-04-13,1964-04-23,D,S,LYRE SAINT-CHRISTOLIENNE,,006030,000000,Salle des Conferences,,,33920,saint-christoly de blaye,PM,,,A,,0001-01-01 00:00:00
331S0046400,0046400,,331S,1964-04-23,1964-05-18,D,S,SECTION LOCALE DU CONSEIL DES PARENTS D4ELEVES DE BOURG-sur-,GIRONDE,015005,000000,Groupe scolaire,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0046500,0046500,,331S,1964-06-24,1964-07-12,D,S,LA SAINT-HUBERT DE MARCENAIS,,013000,000000,Mairie,,,33620,marcenais,PM,,,A,,0001-01-01 00:00:00
331S0046700,0046700,,331S,1964-07-20,1964-07-30,D,S,UNION TOURISTIQUE DE LA HAUTE-GIRONDE,,034000,000000,Maison de Pays des Hauts de Gironde,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0047200,0047200,,331S,1965-01-15,1965-02-10,D,S,ASSOCIATION DES COMBATTANTS PRISONNIERS DE GUERRE DE SAINT-,CHRISTOLY-DE-BLAYE,038105,000000,Salle des Conferences,,,33920,saint-christoly de blaye,PM,,,A,,0001-01-01 00:00:00
331S00477BX00,00477BX00,,331S,1982-02-22,1982-03-05,D,S,FOOTBALL CLUB DE SAINT-ANDRE-DE-CUBZAC,Pratique des exercices physiques et notamment du football,011000,011075,Mairie,,,33240,SAINT-ANDRE-DE-CUBZAC,PM,,W331001629,R,,2015-09-17 11:40:28
331S0048300,0048300,,331S,1965-09-09,1965-10-07,D,S,AMICALE DES SAPEURS-POMPIERS DE LARRONDISSEMENT DE BLAYE,,014000,000000,Centre de Secours,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S00483BX00,00483BX00,,331S,1982-03-03,1982-03-13,D,S,ASSOCIATION CUBZACAISE DE TENNIS DE TABLE,Favoriser la pratique du tennis de table,011000,000000,Mairie Cubzac les Ponts,,,33240,CUBZAC LES PONTS,PM,,,A,,0001-01-01 00:00:00
331S0049500,0049500,,331S,1966-10-25,1966-11-12,D,S,ALLEZ SAINT-CIERS,,011005,000000,Mairie,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
331S0049700,0049700,,331S,1967-01-25,1967-02-19,D,S,COMITE DES FETES ET DU TOURISME,,009030,000000,Mairie,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0049800,0049800,,331S,1967-03-01,1967-03-24,D,S,COMITE DES FETES DE VERDOT,,009030,000000,Mairie,,,33860,reignac,PM,,W331001574,R,,2015-05-05 14:56:46
331S0050100,0050100,,331S,1967-04-07,1967-04-28,D,S,COMITE DES FETES DAZAC ET DES VILLAGES VOISINS,,009030,000000,Mairie,,,33820,braud-et-saint-louis,PM,,W331005344,R,,2021-09-22 08:40:53
331S0050300,0050300,,331S,1967-04-26,1967-05-13,D,S,COMITE DES FETES DE SAINT-SEURIN-DE-BOURG,,009030,000000,Mairie,,,33710,saint-seurin de bourg,PM,,W331001533,R,,2014-12-05 12:13:33
331S0050500,0050500,,331S,1967-05-22,1967-06-09,D,S,COMITE DES FETES DE LANSAC,,009030,000000,Mairie,,,33710,lansac,PM,,,A,,0001-01-01 00:00:00
331S0051400,0051400,,331S,1968-02-21,1968-03-16,D,S,UNION FRATERNELLE DES ANCIENS COMBATTANTS ET PRISONNIERS  DE GUERRE DE MARCILLAC,,038105,000000,Mairie,,,33860,marcillac,PM,,,A,,0001-01-01 00:00:00
331S00515BX00,00515BX00,,331S,1982-05-06,1982-05-19,D,S,BASKET CLUB DE CUBZAC LES PONTS,PRATIQUER LE BASKET BALL ET NOTAMMENT INITIER LES JEUNES A CE  SPORT.,011000,000000,Mairie,,,33240,CUBZAC LES PONTS,PM,,,A,,0001-01-01 00:00:00
331S0051600,0051600,,331S,1968-03-06,1968-03-22,D,S,FOYER DE JEUNES ET DEDUCATION POPULAIRE,,023002,000000,Mairie,,,33710,bayon sur gironde,PM,,,A,,0001-01-01 00:00:00
331S0052200,0052200,,331S,1968-05-26,1968-06-26,D,S,FOYER DE JEUNES ET DEDUCATION POPULAIRE de VILLENEUVE,,013000,000000,Foyer des Jeunes,,,33710,villeneuve,PM,,,A,,0001-01-01 00:00:00
331S0052900,0052900,,331S,1968-09-17,1968-09-27,D,S,LA VOILE BOURQUAISE - SPORTS NAUTIQUES,,011000,000000,Quai des Verreries,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0053500,0053500,,331S,1969-01-17,1969-02-16,D,S,AMICALE DE FOOTBALL DU BLAYAIS - CUBZAGUAIS,,011075,000000,Maison des Associations,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0055000,0055000,,331S,1969-10-28,1969-11-22,D,S,FOOT-BALL CLUB CANESSOIS,,011075,000000,Mairie,,,33710,saint-ciers de canesse,PM,,,A,,0001-01-01 00:00:00
331S0055100,0055100,,331S,1969-11-24,1969-12-14,D,S,AMICALE DES SAPEURS POMPIERS VOLONTAIRES DU SECTEUR DE CARTELEGUE,,004020,000000,Mairie,Le Bourg,,33390,cartelegue,PM,,,A,,0001-01-01 00:00:00
331S0055800,0055800,,331S,1970-03-18,1970-03-29,D,S,COMITE DES FETES DU JARD DE BOURDILLAS,,009030,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0056900,0056900,,331S,1971-01-06,1971-01-18,D,S,SECTION PETANQUE SAINT-CIERS-sur-GIRONDE,,011035,000000,Chez Lisou,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
331S0057000,0057000,,331S,1971-02-16,1971-03-03,D,S,AMICALE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DE  SAINT SAVIN,,038105,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S0057100,0057100,,331S,1971-02-16,1971-02-26,D,S,FOYER RURAL DE SAINT-CHRISTOLY-de-BLAYE,,009035,000000,,,,33920,saint-christoly de blaye,PM,,,A,,0001-01-01 00:00:00
331S0057400,0057400,,331S,1971-04-27,1971-05-10,D,S,AMICALE ATHLETIQUE DU CANTON DE SAINT-SAVIN -LES COUREAUX,,011000,000000,Mairie,,,33920,saint-savin,PM,,,A,,0001-01-01 00:00:00
331S00575BX00,00575BX00,,331S,1982-11-12,1982-11-24,D,S,UNION SPORTIVE DE LENSEIGNEMENT PRIMAIRE DE LA CIRCONSCRIPTION DE,ORGANISER ET FAVORISER LA PRATIQUE DES SPORTS PAR LES ELEVES DES ECOLES DE LA CIRCONSCRIPTION SAINT ANDRE DE CUBZAC,011010,000000,Ecole,,,33240,PEUJARD,PM,,,A,,0001-01-01 00:00:00
331S0057900,0057900,,331S,1971-06-01,1971-06-03,D,S,FOOT-BALL CLUB DE BAYON,,011075,000000,Mairie,,,33710,bayon sur gironde,PM,,,A,,0001-01-01 00:00:00
331S0058000,0058000,,331S,1971-06-07,1971-06-29,D,S,CANTINE DE BOURG,,022510,000000,Mairie,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0058600,0058600,,331S,1971-08-10,1971-08-26,D,S,COMITE DES FETES DE PLEINE-SELVE,,009030,000000,Mairie,,,33820,pleine-selve,PM,,W331001492,R,,2014-06-12 10:48:09
331S0059000,0059000,,331S,1971-09-21,1971-10-04,D,S,COMITE DES FETES ET DANIMATION DE SAINT-CIERS-SUR-GIRONDE,,009030,000000,Mairie,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
331S0059100,0059100,,331S,1971-09-27,1971-10-07,D,S,SPORT CYCLISTE DE BRAUD-ET-SAINT-LOUIS,,011000,011180,Mairie,,,33820,braud-et-saint-louis,PM,,W331005082,R,,2019-01-14 15:09:03
331S0060500,0060500,,331S,1972-06-14,1972-06-24,D,S,UNION DES COMMERCANTS TREFLE ORANGE,DU CANTON DE BOURG-SUR-GIRONDE,030000,000000,Place de la Halle,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0062200,0062200,,331S,1973-05-04,1973-05-23,D,S,SOCIETE DES FETES DE SAINT-CAPRAIS,,009030,000000,Mairie,,,33820,saint-caprais de blaye,PM,,,A,,0001-01-01 00:00:00
331S0062900,0062900,,331S,1973-07-20,1973-08-03,D,S,ASSOCIATION FAMILIALE RURALE INTERCOMMUNALE DU CANTON DE BOURG,,019005,000000,Mairie,,,33710,BOURG,PM,,,A,,0001-01-01 00:00:00
331S0063600,0063600,,331S,1974-06-18,1974-07-16,D,S,CENTRE DETUDES TECHNIQUES AGRICOLES DES HAUTS DE GIRONDE,,030000,000000,Chez M. NICOLON,Les Ravauds,,33860,marcillac,PM,,,A,,0001-01-01 00:00:00
331S0064200,0064200,,331S,1974-08-13,1974-09-07,D,S,SOCIETE DE CHASSE DE LANSAC,,013000,000000,Mairie,,,33710,lansac,PM,,,A,,0001-01-01 00:00:00
331S00643BX00,00643BX00,,331S,1983-03-03,1983-03-13,D,S,LANGSIRECH,ACHAT DE PRODUITS BIOLOGIQUES ET REDISTRIBUTION DE CES PRODUITS  SANS BENEFICE ENTRE LES ADHERENTS,022530,000000,,,,33240,GAURIAGUET,PM,,,A,,0001-01-01 00:00:00
331S00647BX00,00647BX00,,331S,1983-03-07,1983-03-18,D,S,ASSOCIATION DE DEFENSE DES PROPRIETAIRES CONCERNES PAR LA LIGNE A HAUTE,DEFENSE DES INTERETS DES PROPRIETAIRES CONCERNES PAR LA LIGNE  HAUTE TENSION 400 000 VOLTS CUBNEZAIS SAUCATS TENSION 400 000 VOLTS CUBNEZAIS-SAUCATS,024045,030000,Les Planquelles,,,33240,SAINT ANDRE DE CUBZAC,PM,,,A,,0001-01-01 00:00:00
331S0064800,0064800,,331S,1974-12-26,1975-01-23,D,S,AMICALE DES BOULISTES AUTONOMES DE BAYON-SUR-GIRONDE,,011035,000000,Restaurant Le Chabrot,,,33710,bayon sur gironde,PM,,,A,,0001-01-01 00:00:00
331S0065000,0065000,,331S,1975-01-21,1975-02-05,D,S,UNION SPORTIVE DE SAINT-CIERS - ATHLETISME CANTONAL,,011000,000000,,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
331S00651BX00,00651BX00,,331S,1983-03-15,1983-03-24,D,S,ASSOCIATION LIBERTY,VENIR EN AIDE A BOMBOUAKA TOGO ET A SANDIAPEROU EN APPORTANT A CES VILLAGES UN SOUTIEN MORAL ET MATERIEL,021000,000000,Salle Paroissiale,,,33240,SAINT ANDRE DE CUBZAC,PM,,,A,,0001-01-01 00:00:00
331S0065600,0065600,,331S,1975-04-10,1975-04-30,D,S,AMICALE DES AMATEURS DES TACOTS DU BLAYAIS,,007025,000000,Mairie,,,33820,SAINT-CIERS-SUR-GIRONDE,PM,,,A,,0001-01-01 00:00:00
